invoice_id,customer_id,invoice_date,invoice_amount,due_date,invoice_status
INV104409,C07473,2024-04-18,13939,2024-06-02,Paid
INV104410,C02652,2024-12-26,20001,2025-01-25,Paid
INV104411,C01800,2024-11-23,21782,2025-01-07,Paid
INV104412,C01016,2024-02-02,20056,2024-03-03,Overdue
INV104413,C06239,2024-05-05,2159,2024-06-04,Open
INV104414,C09941,2024-03-08,9418,2024-05-07,Open
INV104415,C08877,2024-09-01,16791,2024-10-31,Open
INV104416,C09649,2024-11-22,6391,2025-01-21,Paid
INV104417,C08561,2024-09-23,18352,2024-10-23,Paid
INV104418,C06423,2024-05-15,5877,2024-06-14,Paid
INV104419,C06048,2024-10-02,12888,2024-11-01,Paid
INV104420,C06550,2024-03-02,7201,2024-04-16,Paid
INV104421,C06590,2024-06-19,1527,2024-07-19,Overdue
INV104422,C06217,2024-04-12,7406,2024-06-11,Paid
INV104423,C01345,2024-04-01,6063,2024-05-31,Paid
INV104424,C04118,2024-03-15,6179,2024-04-29,Overdue
INV104425,C08371,2024-04-23,5995,2024-06-22,Paid
INV104426,C09325,2024-04-30,2039,2024-05-30,Paid
INV104427,C07540,2024-08-01,22713,2024-08-31,Paid
INV104428,C07865,2024-07-16,4134,2024-09-14,Overdue
INV104429,C01480,2024-09-19,11780,2024-11-18,Paid
INV104430,C05349,2024-05-17,22263,2024-06-16,Paid
INV104431,C03067,2024-06-16,19628,2024-07-16,Paid
INV104432,C07092,2024-01-04,13768,2024-02-03,Paid
INV104433,C04627,2024-07-19,14783,2024-09-17,Paid
INV104434,C02473,2024-04-11,11386,2024-06-10,Paid
INV104435,C00959,2024-01-19,15779,2024-02-18,Overdue
INV104436,C09264,2024-01-22,3407,2024-03-22,Open
INV104437,C01489,2024-12-24,13632,2025-02-07,Overdue
INV104438,C04768,2024-05-08,2526,2024-07-07,Paid
INV104439,C01934,2024-05-28,6110,2024-07-27,Overdue
INV104440,C05728,2024-08-25,13972,2024-09-24,Paid
INV104441,C05150,2024-01-07,20443,2024-03-07,Overdue
INV104442,C05753,2024-11-28,3767,2024-12-28,Open
INV104443,C07157,2024-01-23,18035,2024-03-23,Paid
INV104444,C04975,2024-03-30,17323,2024-05-29,Overdue
INV104445,C07091,2024-01-18,5606,2024-03-18,Paid
INV104446,C03938,2024-03-11,3655,2024-04-10,Open
INV104447,C03262,2024-03-06,16217,2024-05-05,Paid
INV104448,C09592,2024-02-22,18236,2024-04-22,Open
INV104449,C06847,2024-07-10,22609,2024-08-24,Paid
INV104450,C06798,2024-05-21,7066,2024-06-20,Paid
INV104451,C09071,2024-01-25,6666,2024-02-24,Paid
INV104452,C05569,2024-09-06,4990,2024-11-05,Overdue
INV104453,C04769,2024-02-02,7746,2024-04-02,Overdue
INV104454,C04214,2024-06-24,24802,2024-08-08,Open
INV104455,C05178,2024-02-08,20072,2024-03-09,Overdue
INV104456,C08047,2024-07-30,8004,2024-09-13,Paid
INV104457,C00871,2024-12-29,14754,2025-01-28,Paid
INV104458,C06602,2024-05-12,6886,2024-06-26,Open
INV104459,C08898,2024-04-22,10005,2024-06-21,Open
INV104460,C02690,2024-05-28,9964,2024-06-27,Paid
INV104461,C07110,2024-11-10,22163,2024-12-10,Overdue
INV104462,C04582,2024-03-17,10615,2024-05-16,Paid
INV104463,C07288,2024-01-14,24459,2024-02-13,Overdue
INV104464,C07035,2024-02-23,20410,2024-04-23,Paid
INV104465,C09770,2024-09-09,23536,2024-11-08,Paid
INV104466,C01968,2024-06-21,1855,2024-08-05,Open
INV104467,C09445,2024-06-17,19849,2024-08-16,Paid
INV104468,C09445,2024-04-01,1764,2024-05-01,Overdue
INV104469,C05081,2024-05-08,17814,2024-06-07,Open
INV104470,C04439,2024-05-09,22472,2024-06-08,Open
INV104471,C03129,2024-03-12,9104,2024-05-11,Open
INV104472,C05336,2024-09-11,2703,2024-11-10,Paid
INV104473,C09859,2024-05-20,12765,2024-06-19,Overdue
INV104474,C05823,2024-11-02,16162,2024-12-17,Paid
INV104475,C08220,2024-05-05,13212,2024-07-04,Paid
INV104476,C09812,2024-09-07,2564,2024-10-07,Overdue
INV104477,C01345,2024-01-02,24092,2024-02-01,Paid
INV104478,C04669,2024-01-10,21625,2024-02-09,Paid
INV104479,C07681,2024-10-12,2463,2024-11-11,Overdue
INV104480,C09120,2024-08-11,13963,2024-09-10,Overdue
INV104481,C01779,2024-03-05,13865,2024-04-04,Paid
INV104482,C03104,2024-04-18,15547,2024-05-18,Open
INV104483,C05867,2024-10-26,19946,2024-12-10,Open
INV104484,C05531,2024-02-11,9564,2024-03-12,Paid
INV104485,C03089,2024-09-15,6990,2024-10-15,Overdue
INV104486,C08092,2024-04-20,20754,2024-06-19,Open
INV104487,C06745,2024-01-28,20677,2024-02-27,Paid
INV104488,C05172,2024-02-20,9512,2024-03-21,Overdue
INV104489,C04466,2024-07-31,17519,2024-09-14,Paid
INV104490,C08356,2024-05-04,20169,2024-06-18,Open
INV104491,C06594,2024-09-25,13191,2024-11-09,Open
INV104492,C06688,2024-02-09,16543,2024-03-25,Overdue
INV104493,C00351,2024-06-02,7473,2024-07-02,Overdue
INV104494,C06523,2024-12-25,22272,2025-02-08,Overdue
INV104495,C00201,2024-06-06,20068,2024-07-06,Open
INV104496,C07275,2024-10-20,5767,2024-11-19,Open
INV104497,C02553,2024-12-26,12711,2025-02-09,Paid
INV104498,C07156,2024-09-28,22137,2024-11-12,Paid
INV104499,C07552,2024-04-19,11394,2024-06-03,Paid
INV104500,C01052,2024-08-21,21179,2024-09-20,Open
INV104501,C08479,2024-11-06,8688,2024-12-06,Open
INV104502,C07511,2024-06-25,7219,2024-08-24,Paid
INV104503,C09988,2024-05-06,15345,2024-06-05,Paid
INV104504,C03559,2024-03-20,2455,2024-05-04,Paid
INV104505,C08299,2024-02-21,13975,2024-03-22,Overdue
INV104506,C02554,2024-10-31,846,2024-12-15,Paid
INV104507,C03514,2024-10-30,8913,2024-12-14,Paid
INV104508,C08309,2024-11-25,7790,2025-01-09,Paid
INV104509,C09461,2024-03-22,8656,2024-05-21,Paid
INV104510,C06223,2024-10-20,7107,2024-11-19,Overdue
INV104511,C08933,2024-09-29,13209,2024-11-28,Paid
INV104512,C07654,2024-02-10,1479,2024-03-26,Paid
INV104513,C00023,2024-11-05,6688,2025-01-04,Paid
INV104514,C00361,2024-10-22,4785,2024-12-21,Open
INV104515,C04796,2024-10-13,2248,2024-12-12,Paid
INV104516,C01451,2024-12-11,9925,2025-01-10,Paid
INV104517,C08409,2024-06-02,15452,2024-07-17,Overdue
INV104518,C05786,2024-08-19,3435,2024-10-18,Paid
INV104519,C02755,2024-11-27,11346,2025-01-26,Overdue
INV104520,C00628,2024-05-25,10763,2024-07-09,Paid
INV104521,C03268,2024-10-17,12537,2024-11-16,Paid
INV104522,C00567,2024-02-25,3953,2024-04-10,Open
INV104523,C03759,2024-01-30,16353,2024-03-15,Paid
INV104524,C02021,2024-03-15,2530,2024-04-14,Paid
INV104525,C03531,2024-02-21,7143,2024-04-06,Open
INV104526,C02507,2024-07-14,7128,2024-09-12,Paid
INV104527,C04410,2024-11-06,17525,2024-12-06,Overdue
INV104528,C08921,2024-08-15,13325,2024-09-29,Paid
INV104529,C03329,2024-05-17,15903,2024-06-16,Open
INV104530,C00474,2024-06-30,5592,2024-08-29,Paid
INV104531,C00606,2024-10-16,12276,2024-12-15,Paid
INV104532,C09435,2024-07-09,7892,2024-08-08,Overdue
INV104533,C05684,2024-06-07,17662,2024-07-07,Open
INV104534,C03603,2024-07-10,9105,2024-08-09,Overdue
INV104535,C07405,2024-06-26,4942,2024-08-25,Paid
INV104536,C03755,2024-12-28,14942,2025-02-26,Paid
INV104537,C04371,2024-02-06,12693,2024-04-06,Paid
INV104538,C03879,2024-08-11,18106,2024-10-10,Open
INV104539,C03744,2024-06-08,4314,2024-07-23,Paid
INV104540,C04848,2024-07-27,22067,2024-09-25,Paid
INV104541,C05679,2024-10-17,13393,2024-11-16,Paid
INV104542,C06098,2024-09-05,24803,2024-10-05,Open
INV104543,C00676,2024-07-03,4982,2024-08-17,Paid
INV104544,C04054,2024-12-06,24501,2025-01-20,Paid
INV104545,C00710,2024-10-14,21137,2024-11-28,Paid
INV104546,C00923,2024-08-13,2648,2024-09-12,Paid
INV104547,C03400,2024-08-13,9168,2024-09-27,Paid
INV104548,C00408,2024-01-08,4246,2024-02-22,Open
INV104549,C01110,2024-01-23,15469,2024-02-22,Paid
INV104550,C03593,2024-08-10,20185,2024-09-09,Paid
INV104551,C09981,2024-12-14,22665,2025-02-12,Paid
INV104552,C03960,2024-06-14,5870,2024-07-29,Paid
INV104553,C06642,2024-10-01,21573,2024-10-31,Paid
INV104554,C01491,2024-10-27,8497,2024-12-11,Paid
INV104555,C04201,2024-02-05,2011,2024-04-05,Paid
INV104556,C01482,2024-06-25,8288,2024-08-09,Paid
INV104557,C01281,2024-07-06,19497,2024-08-20,Paid
INV104558,C04855,2024-11-07,14293,2025-01-06,Open
INV104559,C09067,2024-11-15,16352,2024-12-30,Paid
INV104560,C08056,2024-11-13,20068,2025-01-12,Paid
INV104561,C08304,2024-08-14,21529,2024-10-13,Paid
INV104562,C06167,2024-02-28,24337,2024-04-28,Paid
INV104563,C07081,2024-09-13,20999,2024-10-28,Overdue
INV104564,C08062,2024-04-06,3011,2024-05-21,Paid
INV104565,C06459,2024-07-27,8247,2024-08-26,Paid
INV104566,C08394,2024-09-05,19648,2024-10-20,Paid
INV104567,C09187,2024-11-28,22524,2025-01-12,Paid
INV104568,C04753,2024-09-17,8415,2024-11-16,Open
INV104569,C01532,2024-02-27,17281,2024-04-27,Open
INV104570,C09582,2024-02-26,10705,2024-04-11,Open
INV104571,C08723,2024-06-18,1722,2024-08-02,Paid
INV104572,C01618,2024-03-13,10028,2024-04-27,Overdue
INV104573,C05155,2024-12-06,13817,2025-01-05,Paid
INV104574,C05655,2024-01-22,16772,2024-02-21,Paid
INV104575,C08557,2024-02-22,14080,2024-04-22,Open
INV104576,C03372,2024-02-26,11310,2024-04-11,Paid
INV104577,C06560,2024-04-12,8429,2024-06-11,Paid
INV104578,C05466,2024-04-21,9835,2024-05-21,Open
INV104579,C01373,2024-11-02,23799,2024-12-02,Paid
INV104580,C02238,2024-09-17,17421,2024-10-17,Paid
INV104581,C03475,2024-05-14,7187,2024-07-13,Open
INV104582,C04445,2024-11-15,5547,2024-12-15,Paid
INV104583,C04469,2024-07-03,9142,2024-08-17,Paid
INV104584,C05759,2024-01-26,18302,2024-03-26,Paid
INV104585,C03577,2024-01-25,19817,2024-02-24,Open
INV104586,C03976,2024-11-20,22983,2025-01-19,Paid
INV104587,C09177,2024-09-20,11181,2024-11-19,Paid
INV104588,C05675,2024-01-09,11893,2024-03-09,Open
INV104589,C01527,2024-11-05,1758,2024-12-05,Paid
INV104590,C06790,2024-08-07,12215,2024-09-06,Open
INV104591,C01037,2024-10-02,3620,2024-11-16,Paid
INV104592,C04619,2024-07-13,7012,2024-08-27,Paid
INV104593,C02231,2024-06-20,9096,2024-08-04,Paid
INV104594,C01043,2024-06-18,15968,2024-08-02,Paid
INV104595,C07942,2024-04-21,23744,2024-06-05,Paid
INV104596,C06169,2024-06-19,19830,2024-08-18,Paid
INV104597,C01330,2024-08-01,14365,2024-09-15,Paid
INV104598,C03656,2024-06-22,6307,2024-07-22,Paid
INV104599,C05554,2024-10-16,1639,2024-12-15,Open
INV104600,C05542,2024-03-08,21330,2024-04-22,Paid
INV104601,C03906,2024-05-25,9362,2024-07-09,Paid
INV104602,C01081,2024-05-18,2161,2024-07-17,Paid
INV104603,C00824,2024-08-06,17268,2024-10-05,Paid
INV104604,C03620,2024-11-24,2122,2025-01-23,Paid
INV104605,C03251,2024-01-25,6247,2024-03-25,Overdue
INV104606,C02116,2024-09-08,7146,2024-10-23,Open
INV104607,C03568,2024-08-02,24632,2024-10-01,Paid
INV104608,C05121,2024-06-13,23540,2024-08-12,Open
INV104609,C08240,2024-03-21,21827,2024-05-05,Paid
INV104610,C01441,2024-11-03,4798,2025-01-02,Overdue
INV104611,C00945,2024-03-17,21015,2024-04-16,Paid
INV104612,C03269,2024-11-19,24664,2025-01-03,Overdue
INV104613,C03120,2024-10-10,17582,2024-11-24,Open
INV104614,C06073,2024-06-06,5168,2024-08-05,Overdue
INV104615,C08547,2024-06-22,2257,2024-08-06,Paid
INV104616,C03306,2024-06-16,15583,2024-07-31,Overdue
INV104617,C04796,2024-05-28,24311,2024-07-12,Paid
INV104618,C01918,2024-05-22,22308,2024-06-21,Overdue
INV104619,C06770,2024-05-10,12505,2024-06-24,Paid
INV104620,C00369,2024-12-02,18107,2025-01-01,Open
INV104621,C01193,2024-04-06,14011,2024-05-06,Paid
INV104622,C01387,2024-09-20,23816,2024-11-04,Paid
INV104623,C07345,2024-12-11,16923,2025-01-25,Paid
INV104624,C02548,2024-06-13,15803,2024-08-12,Paid
INV104625,C04800,2024-01-19,23888,2024-02-18,Paid
INV104626,C06316,2024-10-09,19778,2024-11-23,Open
INV104627,C01554,2024-01-16,10305,2024-03-01,Overdue
INV104628,C02811,2024-01-02,6233,2024-02-01,Open
INV104629,C00112,2024-01-10,10173,2024-02-09,Open
INV104630,C04073,2024-04-15,20123,2024-05-30,Open
INV104631,C01064,2024-01-17,13032,2024-02-16,Paid
INV104632,C04198,2024-07-22,8590,2024-09-05,Overdue
INV104633,C01393,2024-01-07,10587,2024-02-21,Paid
INV104634,C01198,2024-07-19,14061,2024-08-18,Paid
INV104635,C00341,2024-02-15,19825,2024-03-31,Paid
INV104636,C05016,2024-06-26,982,2024-08-10,Open
INV104637,C02862,2024-01-10,13207,2024-02-09,Paid
INV104638,C09398,2024-09-28,21630,2024-11-27,Overdue
INV104639,C08020,2024-09-13,6120,2024-10-28,Paid
INV104640,C05795,2024-05-16,792,2024-06-30,Open
INV104641,C09767,2024-01-13,16351,2024-02-12,Paid
INV104642,C03307,2024-07-07,4492,2024-08-06,Paid
INV104643,C06363,2024-05-23,11727,2024-06-22,Paid
INV104644,C09733,2024-08-13,20575,2024-09-12,Paid
INV104645,C06309,2024-10-12,9195,2024-11-11,Open
INV104646,C03585,2024-07-23,11205,2024-09-21,Paid
INV104647,C06525,2024-11-23,8493,2025-01-22,Overdue
INV104648,C05304,2024-07-01,602,2024-08-15,Paid
INV104649,C01927,2024-01-11,6134,2024-02-25,Open
INV104650,C03520,2024-11-26,13496,2025-01-25,Paid
INV104651,C07788,2024-02-17,14785,2024-04-17,Paid
INV104652,C09598,2024-09-19,4252,2024-10-19,Paid
INV104653,C07550,2024-09-13,3923,2024-10-28,Paid
INV104654,C02014,2024-03-27,16541,2024-04-26,Paid
INV104655,C00448,2024-02-01,7481,2024-03-02,Overdue
INV104656,C01721,2024-11-13,5073,2024-12-13,Paid
INV104657,C04094,2024-05-22,14329,2024-07-06,Paid
INV104658,C00034,2024-04-01,21458,2024-05-16,Paid
INV104659,C00497,2024-07-07,16757,2024-08-06,Overdue
INV104660,C01404,2024-03-18,3725,2024-05-02,Paid
INV104661,C03220,2024-11-28,18979,2025-01-27,Paid
INV104662,C08078,2024-02-03,8403,2024-03-04,Overdue
INV104663,C02711,2024-05-27,9784,2024-06-26,Paid
INV104664,C09795,2024-04-27,11292,2024-05-27,Overdue
INV104665,C05671,2024-01-24,8798,2024-02-23,Open
INV104666,C05219,2024-01-28,24579,2024-02-27,Paid
INV104667,C03603,2024-09-23,22183,2024-11-22,Paid
INV104668,C06105,2024-08-30,19711,2024-09-29,Open
INV104669,C04097,2024-08-01,11010,2024-09-15,Paid
INV104670,C02335,2024-02-07,8904,2024-03-23,Open
INV104671,C06117,2024-07-27,17240,2024-09-25,Paid
INV104672,C01280,2024-08-01,24584,2024-08-31,Overdue
INV104673,C03246,2024-05-08,6540,2024-07-07,Paid
INV104674,C04950,2024-04-30,21700,2024-06-29,Paid
INV104675,C00050,2024-07-30,21947,2024-09-13,Paid
INV104676,C05652,2024-06-09,23989,2024-07-09,Overdue
INV104677,C09967,2024-04-18,14612,2024-05-18,Paid
INV104678,C07211,2024-03-05,22759,2024-04-04,Overdue
INV104679,C03589,2024-03-04,18063,2024-05-03,Paid
INV104680,C04047,2024-01-09,24141,2024-02-08,Paid
INV104681,C00066,2024-02-01,5404,2024-04-01,Paid
INV104682,C06540,2024-11-05,2420,2025-01-04,Open
INV104683,C05371,2024-05-04,9778,2024-06-18,Paid
INV104684,C04224,2024-10-08,7706,2024-11-07,Overdue
INV104685,C00188,2024-11-13,17031,2025-01-12,Paid
INV104686,C05303,2024-04-18,19410,2024-06-02,Overdue
INV104687,C02889,2024-06-18,18954,2024-08-02,Paid
INV104688,C04858,2024-06-24,1407,2024-07-24,Overdue
INV104689,C00667,2024-09-01,20217,2024-10-16,Open
INV104690,C07580,2024-09-12,15563,2024-10-27,Paid
INV104691,C09125,2024-10-12,13909,2024-12-11,Open
INV104692,C05139,2024-08-19,14292,2024-10-03,Overdue
INV104693,C03853,2024-05-30,14630,2024-07-29,Paid
INV104694,C04141,2024-04-12,2817,2024-05-12,Paid
INV104695,C00618,2024-01-25,6359,2024-03-25,Paid
INV104696,C00793,2024-05-20,20995,2024-07-19,Overdue
INV104697,C09443,2024-06-01,16522,2024-07-16,Paid
INV104698,C02445,2024-09-29,3845,2024-10-29,Overdue
INV104699,C04234,2024-04-17,17104,2024-06-01,Paid
INV104700,C01351,2024-01-27,22906,2024-03-27,Paid
INV104701,C02276,2024-05-18,6199,2024-07-17,Open
INV104702,C06251,2024-05-13,15380,2024-07-12,Overdue
INV104703,C02207,2024-03-19,3110,2024-04-18,Open
INV104704,C01918,2024-10-19,16650,2024-11-18,Paid
INV104705,C09314,2024-08-11,5413,2024-09-10,Open
INV104706,C00609,2024-08-03,4232,2024-09-17,Open
INV104707,C08961,2024-07-21,1074,2024-09-04,Paid
INV104708,C00784,2024-04-15,22920,2024-05-30,Open
INV104709,C07067,2024-06-13,24419,2024-07-28,Overdue
INV104710,C02390,2024-07-20,3086,2024-08-19,Paid
INV104711,C00168,2024-11-10,18182,2024-12-10,Overdue
INV104712,C04780,2024-01-10,11988,2024-03-10,Paid
INV104713,C06776,2024-09-13,8749,2024-10-13,Open
INV104714,C03257,2024-08-24,21742,2024-10-08,Paid
INV104715,C02480,2024-02-21,19171,2024-04-06,Open
INV104716,C07592,2024-08-02,18407,2024-09-16,Paid
INV104717,C09172,2024-05-25,22266,2024-06-24,Paid
INV104718,C02817,2024-12-08,7634,2025-01-07,Paid
INV104719,C08983,2024-09-17,22234,2024-10-17,Paid
INV104720,C01475,2024-12-23,19330,2025-01-22,Paid
INV104721,C08126,2024-08-10,15925,2024-09-24,Open
INV104722,C04002,2024-04-12,4576,2024-05-12,Open
INV104723,C07472,2024-07-30,20164,2024-09-28,Paid
INV104724,C07741,2024-12-14,15317,2025-02-12,Overdue
INV104725,C09319,2024-02-17,2978,2024-03-18,Paid
INV104726,C09943,2024-10-15,2593,2024-12-14,Paid
INV104727,C06027,2024-07-03,8524,2024-08-02,Paid
INV104728,C04751,2024-04-12,10723,2024-06-11,Paid
INV104729,C07307,2024-08-11,10430,2024-09-10,Paid
INV104730,C08944,2024-10-07,8223,2024-11-06,Overdue
INV104731,C01233,2024-10-26,17978,2024-11-25,Paid
INV104732,C06082,2024-03-31,22782,2024-05-15,Paid
INV104733,C09051,2024-04-20,6246,2024-06-19,Open
INV104734,C04415,2024-11-17,21547,2025-01-16,Open
INV104735,C03861,2024-05-07,9549,2024-06-06,Open
INV104736,C04729,2024-09-07,21864,2024-10-22,Paid
INV104737,C07646,2024-07-14,7957,2024-08-28,Open
INV104738,C02700,2024-06-01,22050,2024-07-16,Overdue
INV104739,C07280,2024-10-05,24097,2024-11-19,Paid
INV104740,C08075,2024-12-21,3395,2025-02-19,Open
INV104741,C05046,2024-12-08,2105,2025-01-22,Overdue
INV104742,C02001,2024-04-29,2068,2024-06-28,Overdue
INV104743,C06007,2024-10-10,15909,2024-11-09,Paid
INV104744,C00240,2024-09-20,20738,2024-10-20,Overdue
INV104745,C07440,2024-08-12,11527,2024-09-11,Open
INV104746,C02191,2024-09-10,6640,2024-10-25,Open
INV104747,C04215,2024-06-05,11634,2024-08-04,Paid
INV104748,C04692,2024-07-02,4683,2024-08-31,Open
INV104749,C02016,2024-01-15,7132,2024-02-29,Paid
INV104750,C05371,2024-10-19,21729,2024-12-18,Open
INV104751,C00163,2024-12-28,17407,2025-02-11,Open
INV104752,C04750,2024-04-29,11010,2024-06-13,Paid
INV104753,C08542,2024-12-06,22190,2025-01-20,Paid
INV104754,C00031,2024-09-04,16631,2024-11-03,Paid
INV104755,C06602,2024-04-27,12814,2024-06-11,Open
INV104756,C08006,2024-04-01,11864,2024-05-16,Open
INV104757,C02176,2024-02-05,8109,2024-03-06,Open
INV104758,C02827,2024-12-01,9384,2024-12-31,Overdue
INV104759,C03620,2024-01-12,21953,2024-02-26,Open
INV104760,C05066,2024-01-28,3566,2024-03-13,Paid
INV104761,C00848,2024-10-15,17434,2024-11-14,Paid
INV104762,C00792,2024-03-15,16258,2024-04-14,Open
INV104763,C07893,2024-03-19,19206,2024-05-18,Overdue
INV104764,C00509,2024-07-29,5224,2024-09-27,Overdue
INV104765,C07080,2024-07-01,16897,2024-07-31,Paid
INV104766,C07978,2024-03-19,20282,2024-05-18,Open
INV104767,C04333,2024-07-19,2453,2024-09-17,Open
INV104768,C07776,2024-07-23,19659,2024-09-21,Open
INV104769,C09205,2024-11-01,18544,2024-12-16,Paid
INV104770,C03025,2024-01-29,21772,2024-02-28,Overdue
INV104771,C03071,2024-11-09,1948,2025-01-08,Paid
INV104772,C01075,2024-10-08,4389,2024-11-07,Overdue
INV104773,C05969,2024-01-23,4706,2024-03-08,Open
INV104774,C00469,2024-01-17,12354,2024-03-17,Paid
INV104775,C01916,2024-05-12,22685,2024-06-26,Paid
INV104776,C04484,2024-02-28,9014,2024-04-13,Paid
INV104777,C07230,2024-05-23,1367,2024-07-22,Paid
INV104778,C07321,2024-04-12,16393,2024-05-27,Overdue
INV104779,C00736,2024-04-03,16723,2024-05-03,Open
INV104780,C08134,2024-09-17,17754,2024-11-01,Overdue
INV104781,C08170,2024-10-08,8908,2024-11-22,Paid
INV104782,C05049,2024-06-19,1012,2024-08-18,Paid
INV104783,C05822,2024-05-05,10655,2024-06-04,Paid
INV104784,C05677,2024-03-26,15242,2024-04-25,Overdue
INV104785,C04478,2024-07-04,9302,2024-09-02,Paid
INV104786,C00096,2024-04-18,10370,2024-06-17,Open
INV104787,C09104,2024-01-02,23480,2024-03-02,Paid
INV104788,C04389,2024-02-13,5337,2024-03-14,Paid
INV104789,C04437,2024-07-22,1399,2024-09-20,Open
INV104790,C08911,2024-04-15,7700,2024-06-14,Paid
INV104791,C06682,2024-08-06,9903,2024-09-05,Paid
INV104792,C09566,2024-04-18,8633,2024-06-17,Paid
INV104793,C07016,2024-02-13,1294,2024-04-13,Open
INV104794,C07375,2024-08-04,18782,2024-09-18,Paid
INV104795,C05056,2024-10-31,2575,2024-12-15,Paid
INV104796,C07659,2024-03-31,23457,2024-04-30,Paid
INV104797,C07003,2024-03-21,16990,2024-05-05,Paid
INV104798,C06011,2024-07-03,15893,2024-09-01,Paid
INV104799,C03682,2024-05-13,21587,2024-06-12,Paid
INV104800,C07191,2024-12-03,12714,2025-02-01,Open
INV104801,C02810,2024-10-25,1135,2024-12-09,Overdue
INV104802,C06036,2024-02-13,17646,2024-03-29,Paid
INV104803,C06127,2024-03-06,23938,2024-04-20,Paid
INV104804,C08697,2024-10-27,5134,2024-12-26,Paid
INV104805,C06129,2024-01-19,9405,2024-02-18,Overdue
INV104806,C05979,2024-08-30,622,2024-10-29,Paid
INV104807,C04061,2024-09-04,23116,2024-10-19,Open
INV104808,C02985,2024-01-04,18238,2024-02-03,Paid
INV104809,C02797,2024-04-06,8763,2024-06-05,Open
INV104810,C05445,2024-12-19,10632,2025-01-18,Paid
INV104811,C04932,2024-04-05,8984,2024-06-04,Overdue
INV104812,C03927,2024-07-28,17505,2024-09-11,Paid
INV104813,C07957,2024-08-23,22129,2024-09-22,Paid
INV104814,C03809,2024-05-16,23587,2024-07-15,Open
INV104815,C08681,2024-12-22,15848,2025-01-21,Open
INV104816,C07312,2024-02-17,19200,2024-04-17,Overdue
INV104817,C06944,2024-06-12,18793,2024-08-11,Open
INV104818,C02714,2024-07-13,16090,2024-08-12,Paid
INV104819,C09443,2024-09-30,4910,2024-11-29,Open
INV104820,C06119,2024-10-22,19832,2024-11-21,Paid
INV104821,C05714,2024-11-16,10251,2024-12-31,Paid
INV104822,C01415,2024-06-29,1342,2024-08-28,Paid
INV104823,C09184,2024-04-23,21931,2024-06-22,Overdue
INV104824,C06232,2024-11-04,24004,2024-12-19,Open
INV104825,C08592,2024-03-02,15611,2024-04-01,Paid
INV104826,C04056,2024-05-05,16477,2024-07-04,Open
INV104827,C04100,2024-06-11,18379,2024-07-11,Open
INV104828,C05293,2024-07-03,22873,2024-08-02,Paid
INV104829,C09760,2024-11-12,11933,2025-01-11,Paid
INV104830,C03818,2024-05-19,21998,2024-07-18,Overdue
INV104831,C06483,2024-08-30,8690,2024-10-14,Open
INV104832,C05326,2024-02-18,11111,2024-03-19,Paid
INV104833,C09318,2024-05-29,2699,2024-07-13,Paid
INV104834,C06202,2024-03-30,11378,2024-05-14,Paid
INV104835,C05901,2024-11-19,23542,2025-01-03,Paid
INV104836,C03324,2024-11-22,14793,2024-12-22,Paid
INV104837,C07647,2024-12-16,11299,2025-01-15,Overdue
INV104838,C02604,2024-10-04,16601,2024-11-18,Paid
INV104839,C01566,2024-12-24,10633,2025-02-07,Paid
INV104840,C09111,2024-10-22,11675,2024-12-06,Paid
INV104841,C04620,2024-05-26,10019,2024-06-25,Paid
INV104842,C01316,2024-02-22,6820,2024-04-07,Paid
INV104843,C07368,2024-10-12,12048,2024-12-11,Open
INV104844,C04120,2024-06-02,23741,2024-08-01,Paid
INV104845,C01655,2024-05-29,18948,2024-07-13,Paid
INV104846,C03459,2024-03-01,18653,2024-03-31,Paid
INV104847,C09806,2024-03-13,5114,2024-04-27,Open
INV104848,C00242,2024-10-28,10006,2024-12-27,Paid
INV104849,C04299,2024-02-27,22683,2024-04-12,Paid
INV104850,C04333,2024-01-29,8374,2024-03-14,Paid
INV104851,C09143,2024-08-11,1728,2024-10-10,Overdue
INV104852,C03070,2024-02-22,6084,2024-03-23,Open
INV104853,C08486,2024-06-07,24821,2024-08-06,Overdue
INV104854,C04306,2024-10-14,15386,2024-11-28,Overdue
INV104855,C08980,2024-01-09,16473,2024-02-08,Paid
INV104856,C01633,2024-02-06,23572,2024-03-07,Open
INV104857,C03074,2024-09-20,20317,2024-10-20,Overdue
INV104858,C04071,2024-03-08,14986,2024-05-07,Overdue
INV104859,C02277,2024-11-03,6503,2024-12-03,Open
INV104860,C09684,2024-10-28,14868,2024-11-27,Overdue
INV104861,C02602,2024-09-29,15948,2024-11-28,Open
INV104862,C08578,2024-01-21,16449,2024-02-20,Paid
INV104863,C07683,2024-02-17,10198,2024-04-17,Paid
INV104864,C00528,2024-09-21,11281,2024-11-20,Open
INV104865,C01412,2024-09-08,21756,2024-11-07,Overdue
INV104866,C05086,2024-01-05,20817,2024-02-19,Overdue
INV104867,C04198,2024-01-06,23089,2024-02-20,Paid
INV104868,C00390,2024-08-17,3898,2024-09-16,Open
INV104869,C09418,2024-02-15,11485,2024-03-16,Open
INV104870,C03639,2024-04-06,5326,2024-06-05,Paid
INV104871,C03793,2024-04-21,9868,2024-05-21,Open
INV104872,C00841,2024-07-25,5794,2024-08-24,Paid
INV104873,C09570,2024-12-22,5926,2025-01-21,Overdue
INV104874,C05713,2024-05-10,10087,2024-06-09,Paid
