po_id,customer_id,po_date,po_amount,approval_status
PO202864,C03963,2024-11-16,19578,Approved
PO202865,C07808,2024-08-31,23258,Approved
PO202866,C09927,2024-08-15,24902,Approved
PO202867,C00713,2024-10-25,22009,Approved
PO202868,C05415,2024-09-23,23318,Delayed
PO202869,C07648,2024-08-24,16205,Pending
PO202870,C09934,2024-05-19,4527,Approved
PO202871,C02740,2024-09-27,9476,Pending
PO202872,C00157,2024-01-30,20474,Approved
PO202873,C03754,2024-03-20,18776,Approved
PO202874,C04236,2024-06-29,23451,Pending
PO202875,C04639,2024-03-07,11182,Approved
PO202876,C04003,2024-01-29,23137,Approved
PO202877,C04850,2024-07-02,3274,Approved
PO202878,C04029,2024-02-22,21894,Approved
PO202879,C03702,2024-07-16,8206,Approved
PO202880,C09911,2024-04-06,24669,Approved
PO202881,C02034,2024-02-16,13037,Approved
PO202882,C00403,2024-10-17,1338,Approved
PO202883,C08890,2024-08-31,5389,Approved
PO202884,C08413,2024-02-23,7434,Approved
PO202885,C00157,2024-05-05,8689,Approved
PO202886,C02974,2024-07-15,3366,Approved
PO202887,C08149,2024-03-11,7030,Approved
PO202888,C04920,2024-10-12,19742,Approved
PO202889,C07861,2024-10-06,16326,Approved
PO202890,C09113,2024-10-26,4026,Approved
PO202891,C01352,2024-07-24,16270,Approved
PO202892,C01554,2024-04-23,17152,Pending
PO202893,C07584,2024-04-28,16938,Approved
PO202894,C06503,2024-05-13,13412,Approved
PO202895,C01393,2024-12-23,897,Pending
PO202896,C03346,2024-09-06,4489,Approved
PO202897,C09230,2024-12-10,6602,Approved
PO202898,C06458,2024-09-08,6124,Approved
PO202899,C09299,2024-02-03,2138,Approved
PO202900,C02451,2024-07-11,21343,Pending
PO202901,C08230,2024-02-06,9550,Approved
PO202902,C08768,2024-12-26,20224,Approved
PO202903,C09775,2024-12-01,17132,Approved
PO202904,C08166,2024-10-07,7489,Approved
PO202905,C00068,2024-05-05,13459,Approved
PO202906,C00258,2024-06-25,6668,Approved
PO202907,C08721,2024-12-10,14377,Pending
PO202908,C05057,2024-08-15,20712,Approved
PO202909,C07067,2024-11-07,13178,Pending
PO202910,C02474,2024-03-10,24766,Pending
PO202911,C00519,2024-08-20,1525,Approved
PO202912,C02625,2024-02-09,20833,Approved
PO202913,C05991,2024-03-28,2252,Approved
PO202914,C03730,2024-03-02,16393,Approved
PO202915,C03279,2024-06-17,20580,Approved
PO202916,C05603,2024-08-09,1252,Delayed
PO202917,C05430,2024-04-13,11707,Approved
PO202918,C03754,2024-06-17,9936,Approved
PO202919,C08395,2024-04-10,15791,Approved
PO202920,C01858,2024-06-18,16751,Approved
PO202921,C09051,2024-04-21,12560,Approved
PO202922,C07306,2024-05-24,4606,Pending
PO202923,C08188,2024-11-13,21103,Approved
PO202924,C08163,2024-12-13,7991,Approved
PO202925,C01672,2024-08-11,5651,Approved
PO202926,C09673,2024-09-03,16436,Approved
PO202927,C00602,2024-10-21,21298,Approved
PO202928,C05871,2024-01-10,3684,Pending
PO202929,C05175,2024-06-06,17610,Approved
PO202930,C08094,2024-07-28,10151,Approved
PO202931,C04727,2024-10-27,6095,Approved
PO202932,C05811,2024-07-30,4261,Pending
PO202933,C00030,2024-09-24,11265,Pending
PO202934,C06154,2024-07-09,22664,Approved
PO202935,C01389,2024-04-02,20280,Approved
PO202936,C05746,2024-06-09,21644,Approved
PO202937,C08331,2024-09-28,591,Approved
PO202938,C08750,2024-10-09,10901,Pending
PO202939,C00505,2024-04-26,21854,Approved
PO202940,C01319,2024-08-25,19049,Approved
PO202941,C07347,2024-02-15,7619,Approved
PO202942,C06847,2024-01-20,11692,Approved
PO202943,C07831,2024-07-24,10534,Approved
PO202944,C04613,2024-02-08,13617,Approved
PO202945,C09153,2024-08-12,15994,Pending
PO202946,C07032,2024-09-28,5813,Approved
PO202947,C07840,2024-05-28,21160,Approved
PO202948,C09600,2024-12-07,5542,Pending
PO202949,C04273,2024-08-23,24201,Approved
PO202950,C03806,2024-10-21,7954,Approved
PO202951,C04186,2024-12-06,10004,Approved
PO202952,C01289,2024-04-02,18550,Approved
PO202953,C08247,2024-10-06,13238,Approved
PO202954,C05951,2024-10-13,13556,Approved
PO202955,C02695,2024-10-10,5645,Approved
PO202956,C03101,2024-05-17,3519,Approved
PO202957,C08772,2024-10-23,18373,Approved
PO202958,C03038,2024-12-23,16146,Approved
PO202959,C02391,2024-04-18,3876,Delayed
PO202960,C09459,2024-05-08,10651,Approved
PO202961,C09143,2024-04-28,11188,Approved
PO202962,C06311,2024-10-12,11993,Approved
PO202963,C05041,2024-06-19,5709,Approved
PO202964,C09612,2024-09-03,12013,Approved
PO202965,C05330,2024-12-02,19124,Approved
PO202966,C04821,2024-04-20,3649,Delayed
PO202967,C07131,2024-04-11,11779,Approved
PO202968,C00211,2024-06-05,641,Approved
PO202969,C08772,2024-11-03,9041,Approved
PO202970,C02487,2024-07-10,6493,Pending
PO202971,C09978,2024-10-17,14928,Pending
PO202972,C05524,2024-07-17,4736,Pending
PO202973,C09552,2024-02-06,16743,Approved
PO202974,C09586,2024-04-29,15806,Pending
PO202975,C07686,2024-03-01,1192,Approved
PO202976,C05206,2024-05-03,13249,Approved
PO202977,C04915,2024-11-13,18266,Approved
PO202978,C03928,2024-11-16,16106,Approved
PO202979,C02919,2024-05-23,2459,Approved
PO202980,C07077,2024-06-13,1952,Pending
PO202981,C07072,2024-08-26,17586,Pending
PO202982,C00865,2024-04-25,21101,Approved
PO202983,C03516,2024-06-30,16492,Approved
PO202984,C08745,2024-01-07,12534,Approved
PO202985,C09118,2024-10-19,13257,Approved
PO202986,C02067,2024-04-14,10286,Approved
PO202987,C04173,2024-04-13,6322,Approved
PO202988,C01266,2024-10-22,22622,Approved
PO202989,C03644,2024-02-17,4250,Approved
PO202990,C01949,2024-08-16,1762,Delayed
PO202991,C01586,2024-09-06,15535,Approved
PO202992,C04104,2024-01-08,3429,Approved
PO202993,C00775,2024-05-25,18542,Approved
PO202994,C04537,2024-10-11,14074,Approved
PO202995,C06562,2024-07-24,7695,Approved
PO202996,C02409,2024-08-07,19811,Approved
PO202997,C07780,2024-11-02,10135,Approved
PO202998,C03368,2024-07-29,13249,Approved
PO202999,C03399,2024-06-20,5456,Approved
PO203000,C09356,2024-11-14,21801,Approved
PO203001,C02170,2024-04-01,21317,Approved
PO203002,C07336,2024-07-10,18322,Pending
PO203003,C09279,2024-04-22,13329,Approved
PO203004,C09068,2024-04-17,18982,Approved
PO203005,C05337,2024-02-29,23075,Delayed
PO203006,C01386,2024-10-06,9098,Approved
PO203007,C01929,2024-06-19,10553,Pending
PO203008,C06398,2024-03-04,1192,Approved
PO203009,C01495,2024-06-04,5212,Approved
PO203010,C04581,2024-02-01,14883,Pending
PO203011,C05319,2024-02-27,4202,Approved
PO203012,C08766,2024-01-27,14539,Approved
PO203013,C06886,2024-07-18,22893,Approved
PO203014,C06286,2024-02-07,2217,Approved
PO203015,C08977,2024-12-01,8594,Approved
PO203016,C07649,2024-08-26,15202,Delayed
PO203017,C09350,2024-06-25,8487,Approved
PO203018,C09487,2024-03-24,21946,Pending
PO203019,C07792,2024-11-18,5488,Pending
PO203020,C06943,2024-01-16,24957,Approved
PO203021,C07600,2024-09-23,1016,Approved
PO203022,C02788,2024-05-14,10769,Pending
PO203023,C08703,2024-02-11,5539,Approved
PO203024,C08072,2024-12-04,8072,Approved
PO203025,C00040,2024-03-06,15475,Approved
PO203026,C03743,2024-11-22,3856,Approved
PO203027,C00295,2024-02-16,14416,Pending
PO203028,C09947,2024-11-29,19127,Approved
PO203029,C01044,2024-06-24,19694,Delayed
PO203030,C03370,2024-10-19,7842,Approved
PO203031,C03639,2024-05-05,4687,Pending
PO203032,C09695,2024-07-20,15972,Pending
PO203033,C06771,2024-12-11,18065,Pending
PO203034,C05613,2024-01-26,3752,Approved
PO203035,C03691,2024-02-09,5934,Approved
PO203036,C04338,2024-09-02,1442,Approved
PO203037,C05881,2024-11-29,2258,Pending
PO203038,C05004,2024-02-08,17790,Pending
PO203039,C04064,2024-12-09,9974,Approved
PO203040,C04275,2024-07-09,7328,Approved
PO203041,C03431,2024-11-14,4361,Approved
PO203042,C09123,2024-02-29,4955,Pending
PO203043,C09801,2024-08-11,6914,Approved
PO203044,C04570,2024-08-19,17493,Approved
PO203045,C05955,2024-04-23,8244,Approved
PO203046,C03314,2024-11-27,535,Approved
PO203047,C07501,2024-01-27,7987,Approved
PO203048,C07370,2024-11-21,6243,Delayed
PO203049,C07582,2024-06-04,9804,Approved
PO203050,C02586,2024-05-30,17775,Pending
PO203051,C00429,2024-02-03,2071,Approved
PO203052,C02610,2024-04-03,18423,Approved
PO203053,C04585,2024-06-11,20165,Pending
PO203054,C02246,2024-07-06,8675,Approved
PO203055,C04650,2024-10-30,22853,Approved
PO203056,C00825,2024-02-09,19994,Approved
PO203057,C08955,2024-11-11,13933,Pending
PO203058,C01307,2024-08-10,16479,Approved
PO203059,C04313,2024-10-05,14330,Pending
PO203060,C03432,2024-11-10,6547,Approved
PO203061,C06802,2024-09-15,20933,Approved
PO203062,C09011,2024-02-28,21639,Approved
PO203063,C01349,2024-09-28,19105,Approved
PO203064,C07488,2024-08-29,20579,Approved
PO203065,C00215,2024-02-05,14871,Approved
PO203066,C04335,2024-06-28,16485,Approved
PO203067,C06010,2024-01-08,15462,Delayed
PO203068,C02879,2024-03-22,12144,Approved
PO203069,C08386,2024-09-26,16855,Approved
PO203070,C05963,2024-01-10,8906,Approved
PO203071,C00562,2024-05-15,17391,Approved
PO203072,C08859,2024-03-08,13036,Approved
PO203073,C04012,2024-05-09,24825,Approved
PO203074,C04908,2024-04-24,14136,Pending
PO203075,C07167,2024-06-23,9281,Approved
PO203076,C07820,2024-01-28,24087,Approved
PO203077,C00754,2024-01-09,6581,Pending
PO203078,C01792,2024-02-04,11805,Pending
PO203079,C00678,2024-07-02,22113,Pending
PO203080,C06993,2024-01-20,22504,Approved
PO203081,C02808,2024-03-01,3435,Approved
PO203082,C09109,2024-02-15,9765,Approved
PO203083,C03833,2024-01-26,21398,Pending
PO203084,C09380,2024-04-11,20214,Pending
PO203085,C09263,2024-04-14,776,Approved
PO203086,C05237,2024-12-19,8451,Approved
PO203087,C09809,2024-08-19,22505,Pending
PO203088,C04708,2024-04-03,21598,Pending
PO203089,C03380,2024-03-02,2320,Approved
PO203090,C02714,2024-06-23,14478,Approved
PO203091,C08805,2024-02-29,6975,Approved
PO203092,C09664,2024-11-17,15421,Approved
PO203093,C09692,2024-10-04,22599,Pending
PO203094,C07102,2024-10-05,9753,Approved
PO203095,C00045,2024-11-13,10510,Approved
PO203096,C04086,2024-04-24,6040,Approved
PO203097,C08856,2024-09-24,16075,Delayed
PO203098,C00536,2024-09-24,18551,Approved
PO203099,C05817,2024-09-04,5478,Approved
PO203100,C05510,2024-09-17,11105,Approved
PO203101,C08062,2024-04-21,8454,Approved
PO203102,C08857,2024-11-03,5051,Approved
PO203103,C04956,2024-02-23,9661,Approved
PO203104,C04627,2024-05-29,10253,Approved
PO203105,C03483,2024-06-17,3411,Approved
PO203106,C06790,2024-04-19,17559,Pending
PO203107,C02578,2024-06-06,4889,Approved
PO203108,C03393,2024-08-02,17740,Approved
PO203109,C04535,2024-07-26,11482,Approved
PO203110,C08395,2024-08-23,18322,Delayed
PO203111,C08695,2024-11-23,4275,Approved
PO203112,C04290,2024-06-17,24732,Approved
PO203113,C04212,2024-11-15,4294,Approved
PO203114,C00712,2024-04-11,8506,Approved
PO203115,C03542,2024-09-25,16587,Pending
PO203116,C09158,2024-04-05,5400,Approved
PO203117,C03193,2024-12-19,5944,Approved
PO203118,C02390,2024-04-26,1398,Approved
PO203119,C01977,2024-08-26,1119,Approved
PO203120,C08466,2024-09-28,22587,Approved
PO203121,C06089,2024-08-23,1523,Pending
PO203122,C05647,2024-05-24,14837,Pending
PO203123,C06650,2024-11-13,13387,Delayed
PO203124,C07640,2024-10-04,22761,Approved
PO203125,C04827,2024-06-17,6700,Approved
PO203126,C06045,2024-08-01,13671,Approved
PO203127,C08538,2024-08-08,7202,Pending
PO203128,C05848,2024-08-03,1837,Approved
PO203129,C02341,2024-10-06,9541,Pending
PO203130,C00279,2024-06-11,21957,Approved
PO203131,C01845,2024-08-07,3302,Pending
PO203132,C07848,2024-12-19,5235,Approved
PO203133,C04218,2024-10-31,7418,Approved
PO203134,C03824,2024-05-06,23468,Approved
PO203135,C02744,2024-08-21,16977,Pending
PO203136,C01492,2024-03-07,17801,Approved
PO203137,C02296,2024-08-01,17769,Approved
PO203138,C00670,2024-10-18,6435,Pending
PO203139,C01109,2024-06-28,14541,Approved
PO203140,C00560,2024-03-18,24090,Delayed
PO203141,C08493,2024-11-06,9665,Pending
PO203142,C07249,2024-11-17,4115,Approved
PO203143,C04349,2024-06-29,18812,Approved
PO203144,C00190,2024-08-28,18326,Pending
PO203145,C00509,2024-06-04,2185,Approved
PO203146,C05900,2024-11-29,11425,Pending
PO203147,C09991,2024-06-12,3198,Approved
PO203148,C06746,2024-06-14,13808,Approved
PO203149,C05769,2024-02-10,584,Pending
PO203150,C07642,2024-10-27,16080,Approved
PO203151,C02996,2024-04-28,4209,Approved
PO203152,C00723,2024-09-30,17215,Delayed
PO203153,C06333,2024-02-23,2690,Approved
PO203154,C09969,2024-06-18,14547,Pending
PO203155,C00879,2024-10-18,7405,Approved
PO203156,C06852,2024-04-03,17101,Approved
PO203157,C07520,2024-01-25,12257,Approved
PO203158,C07183,2024-04-09,6483,Pending
PO203159,C06722,2024-06-01,4477,Approved
PO203160,C03370,2024-05-28,17447,Approved
PO203161,C02354,2024-12-07,14368,Pending
PO203162,C08723,2024-11-29,16038,Approved
PO203163,C04525,2024-03-13,1516,Approved
PO203164,C09035,2024-12-06,22153,Approved
PO203165,C05747,2024-08-01,811,Approved
PO203166,C01505,2024-05-18,15201,Approved
PO203167,C04408,2024-01-15,21483,Approved
PO203168,C09208,2024-01-17,837,Approved
PO203169,C03029,2024-08-04,6296,Approved
PO203170,C08888,2024-01-24,12548,Approved
PO203171,C07540,2024-03-10,9510,Approved
PO203172,C08797,2024-09-18,13854,Delayed
PO203173,C06950,2024-01-06,8063,Approved
PO203174,C06774,2024-08-30,14578,Approved
PO203175,C02160,2024-10-07,14857,Approved
PO203176,C02860,2024-05-27,2551,Pending
PO203177,C05154,2024-03-31,18605,Delayed
PO203178,C09109,2024-10-01,3062,Approved
PO203179,C01074,2024-10-17,14763,Approved
PO203180,C06935,2024-10-19,2334,Approved
PO203181,C06517,2024-06-27,9173,Approved
PO203182,C02239,2024-05-19,8196,Approved
PO203183,C04351,2024-07-25,7161,Approved
PO203184,C02125,2024-03-31,22704,Approved
PO203185,C07381,2024-04-15,6040,Pending
PO203186,C08455,2024-10-27,21789,Approved
PO203187,C02128,2024-12-21,22381,Approved
PO203188,C03301,2024-04-07,7036,Approved
PO203189,C09557,2024-11-04,22105,Delayed
PO203190,C06961,2024-03-28,19059,Pending
PO203191,C04260,2024-12-26,14418,Approved
PO203192,C08222,2024-02-11,7522,Approved
PO203193,C05870,2024-02-12,4000,Approved
PO203194,C08373,2024-09-27,5842,Approved
PO203195,C09244,2024-02-03,20880,Approved
PO203196,C09471,2024-01-17,14882,Approved
PO203197,C06915,2024-01-02,20555,Pending
PO203198,C01870,2024-12-17,8672,Pending
PO203199,C09968,2024-07-22,8963,Pending
PO203200,C02312,2024-04-29,18270,Approved
PO203201,C05650,2024-11-10,15611,Approved
PO203202,C02097,2024-02-07,3486,Approved
PO203203,C05777,2024-02-25,19712,Pending
PO203204,C00516,2024-09-26,22270,Approved
PO203205,C06450,2024-04-12,2387,Pending
PO203206,C09932,2024-10-14,19281,Approved
PO203207,C01442,2024-01-09,14837,Delayed
PO203208,C07090,2024-01-22,20523,Delayed
PO203209,C02817,2024-11-30,3058,Approved
PO203210,C08227,2024-08-06,23891,Approved
PO203211,C06805,2024-06-01,8227,Approved
PO203212,C06770,2024-02-06,3817,Approved
PO203213,C03875,2024-01-08,6252,Pending
PO203214,C04311,2024-02-23,15254,Pending
PO203215,C02551,2024-03-07,15022,Approved
PO203216,C05100,2024-12-28,24637,Approved
PO203217,C03393,2024-07-03,15336,Delayed
PO203218,C05791,2024-09-20,6617,Delayed
PO203219,C08731,2024-05-31,21959,Approved
PO203220,C07127,2024-04-16,11190,Pending
PO203221,C08276,2024-07-09,22505,Approved
PO203222,C00487,2024-12-08,6392,Approved
PO203223,C09440,2024-11-29,15269,Approved
PO203224,C02460,2024-03-10,8554,Approved
PO203225,C07555,2024-10-03,6351,Approved
PO203226,C08549,2024-11-01,4120,Approved
PO203227,C06590,2024-07-11,9758,Delayed
PO203228,C05604,2024-03-15,1169,Pending
PO203229,C00691,2024-06-06,15971,Approved
PO203230,C08291,2024-01-10,19979,Approved
PO203231,C04683,2024-07-28,23748,Delayed
PO203232,C09316,2024-11-26,16076,Approved
PO203233,C09673,2024-09-11,16191,Approved
PO203234,C04144,2024-01-08,10316,Approved
PO203235,C03035,2024-09-17,22578,Approved
PO203236,C06503,2024-10-27,1310,Approved
PO203237,C07916,2024-11-10,16809,Approved
PO203238,C04503,2024-12-22,18523,Approved
PO203239,C01595,2024-07-11,11720,Approved
PO203240,C07943,2024-01-20,14412,Approved
PO203241,C04915,2024-06-19,11148,Pending
PO203242,C02443,2024-06-08,2468,Pending
PO203243,C03002,2024-11-02,22913,Approved
PO203244,C07139,2024-01-18,10780,Approved
PO203245,C04198,2024-05-28,13172,Pending
PO203246,C03455,2024-11-04,23599,Approved
PO203247,C03242,2024-03-21,16703,Approved
PO203248,C05962,2024-11-19,23049,Delayed
PO203249,C04910,2024-11-30,15422,Pending
PO203250,C05577,2024-11-30,6379,Approved
PO203251,C07621,2024-11-05,18232,Pending
PO203252,C03804,2024-08-04,14527,Approved
PO203253,C05999,2024-07-15,7639,Delayed
PO203254,C00851,2024-12-06,19231,Approved
PO203255,C06799,2024-05-09,9907,Approved
PO203256,C00816,2024-05-09,1737,Approved
PO203257,C09394,2024-08-30,11197,Approved
PO203258,C05294,2024-07-27,17796,Approved
PO203259,C05915,2024-02-08,8619,Approved
PO203260,C00883,2024-05-05,10234,Approved
PO203261,C04087,2024-05-07,3908,Pending
PO203262,C02230,2024-08-24,5166,Pending
PO203263,C09244,2024-08-06,22856,Approved
PO203264,C06532,2024-03-17,2566,Pending
PO203265,C06157,2024-08-07,4845,Approved
PO203266,C06137,2024-07-01,4148,Approved
PO203267,C05886,2024-10-09,7302,Approved
PO203268,C01212,2024-11-13,24495,Approved
PO203269,C04431,2024-01-08,16620,Approved
PO203270,C03187,2024-07-02,9170,Approved
PO203271,C07725,2024-10-05,10922,Approved
PO203272,C08188,2024-06-27,22670,Approved
PO203273,C07142,2024-07-13,776,Pending
PO203274,C03872,2024-02-06,20419,Approved
PO203275,C09973,2024-05-08,19910,Approved
PO203276,C09676,2024-12-14,6317,Approved
PO203277,C08594,2024-12-20,6498,Approved
PO203278,C00646,2024-09-29,1876,Approved
PO203279,C02179,2024-02-19,21412,Approved
PO203280,C04157,2024-08-20,6101,Approved
PO203281,C01350,2024-07-15,16325,Approved
PO203282,C01159,2024-01-03,3589,Approved
PO203283,C07125,2024-10-08,19636,Approved
PO203284,C03510,2024-11-30,24016,Approved
PO203285,C07812,2024-08-09,21142,Approved
PO203286,C04448,2024-04-01,3405,Approved
PO203287,C07286,2024-07-30,15718,Pending
PO203288,C04541,2024-07-17,14243,Approved
PO203289,C00381,2024-01-31,12161,Approved
PO203290,C06983,2024-11-11,6090,Pending
PO203291,C06443,2024-11-02,3618,Pending
PO203292,C05612,2024-05-27,21632,Approved
PO203293,C02153,2024-06-14,13308,Approved
PO203294,C01427,2024-08-26,20368,Approved
PO203295,C00797,2024-08-16,12388,Approved
PO203296,C07213,2024-12-16,6659,Approved
PO203297,C00460,2024-12-18,8958,Approved
PO203298,C09081,2024-11-02,23969,Approved
PO203299,C08438,2024-06-15,18987,Approved
PO203300,C00579,2024-04-25,20537,Approved
PO203301,C09066,2024-06-01,5919,Delayed
PO203302,C06606,2024-04-30,14820,Approved
PO203303,C07615,2024-04-13,24431,Approved
PO203304,C01469,2024-01-11,950,Approved
PO203305,C01001,2024-03-25,23776,Approved
PO203306,C02237,2024-07-03,11286,Approved
PO203307,C00983,2024-01-31,14314,Delayed
PO203308,C05138,2024-02-17,15132,Pending
PO203309,C02605,2024-11-20,9876,Approved
PO203310,C03354,2024-01-25,21771,Approved
PO203311,C04881,2024-03-16,18715,Approved
PO203312,C03177,2024-05-30,6283,Delayed
PO203313,C00635,2024-06-28,5150,Approved
PO203314,C03825,2024-09-06,9794,Delayed
PO203315,C03017,2024-01-26,21207,Approved
PO203316,C09897,2024-05-06,22793,Approved
PO203317,C02415,2024-11-25,14040,Delayed
PO203318,C07362,2024-03-28,17433,Approved
PO203319,C08831,2024-12-02,854,Pending
PO203320,C00821,2024-11-28,20103,Approved
PO203321,C07332,2024-05-01,15141,Approved
PO203322,C05577,2024-09-02,23084,Approved
PO203323,C09971,2024-04-25,1788,Delayed
PO203324,C01718,2024-11-15,4575,Approved
PO203325,C02012,2024-06-17,11509,Delayed
PO203326,C02327,2024-11-22,16744,Pending
PO203327,C07081,2024-08-07,15222,Approved
PO203328,C00675,2024-11-04,15578,Approved
PO203329,C07713,2024-05-13,21778,Approved
PO203330,C04246,2024-10-13,2214,Pending
PO203331,C02669,2024-12-26,24213,Approved
PO203332,C08324,2024-10-23,9392,Approved
PO203333,C00371,2024-06-07,22419,Delayed
PO203334,C06875,2024-11-10,12373,Approved
PO203335,C00292,2024-11-09,5110,Delayed
PO203336,C07099,2024-09-23,11851,Approved
PO203337,C01573,2024-07-18,6086,Approved
PO203338,C06714,2024-11-22,21571,Delayed
PO203339,C00800,2024-02-22,9832,Approved
PO203340,C08291,2024-11-07,542,Approved
PO203341,C08189,2024-06-11,23888,Approved
PO203342,C02447,2024-03-16,1426,Approved
PO203343,C09074,2024-10-08,9194,Approved
PO203344,C02236,2024-12-02,23237,Approved
PO203345,C09620,2024-04-30,1333,Approved
PO203346,C00407,2024-06-22,3826,Approved
PO203347,C07266,2024-10-16,23602,Pending
PO203348,C06650,2024-04-20,1040,Approved
PO203349,C03190,2024-04-28,907,Delayed
PO203350,C08840,2024-09-30,4046,Approved
PO203351,C06409,2024-04-07,1408,Delayed
PO203352,C01603,2024-10-07,20915,Approved
PO203353,C00218,2024-03-31,12223,Approved
PO203354,C05927,2024-12-21,6368,Approved
PO203355,C05404,2024-12-04,7669,Approved
PO203356,C06840,2024-12-19,10817,Delayed
PO203357,C04963,2024-10-29,10020,Pending
PO203358,C05657,2024-07-31,22135,Approved
PO203359,C02653,2024-07-03,24217,Approved
PO203360,C00880,2024-11-04,22540,Delayed
PO203361,C08365,2024-05-29,3646,Approved
PO203362,C01570,2024-09-07,7917,Approved
PO203363,C09772,2024-12-26,13279,Approved
PO203364,C04082,2024-06-08,10508,Approved
PO203365,C07221,2024-02-21,9614,Delayed
PO203366,C09593,2024-04-14,11932,Approved
PO203367,C02658,2024-07-08,24821,Approved
PO203368,C01287,2024-06-23,23447,Approved
PO203369,C07154,2024-11-25,11421,Approved
PO203370,C08975,2024-10-30,5879,Approved
PO203371,C03627,2024-11-03,14535,Pending
PO203372,C06100,2024-03-08,16456,Delayed
PO203373,C02598,2024-11-13,18965,Approved
PO203374,C08270,2024-08-13,11268,Approved
PO203375,C08860,2024-10-24,13248,Approved
PO203376,C07063,2024-04-13,17442,Approved
PO203377,C02485,2024-03-10,6953,Approved
PO203378,C00893,2024-05-11,17611,Delayed
PO203379,C01119,2024-10-16,12281,Approved
PO203380,C00792,2024-01-21,4753,Approved
PO203381,C05428,2024-03-09,12403,Approved
PO203382,C00513,2024-07-05,18399,Pending
PO203383,C03592,2024-05-15,24285,Approved
PO203384,C01566,2024-01-18,5588,Approved
PO203385,C07392,2024-03-15,4692,Delayed
PO203386,C05585,2024-08-11,17576,Pending
PO203387,C04390,2024-12-21,3802,Approved
PO203388,C06233,2024-02-01,20784,Approved
PO203389,C00877,2024-08-18,22010,Approved
PO203390,C01320,2024-01-29,17895,Approved
PO203391,C01726,2024-04-26,1883,Approved
PO203392,C02837,2024-10-25,11561,Delayed
PO203393,C02821,2024-05-29,17354,Approved
PO203394,C03967,2024-11-26,3061,Approved
PO203395,C03309,2024-01-12,20091,Approved
PO203396,C08138,2024-11-25,2885,Approved
PO203397,C02819,2024-04-04,15057,Approved
PO203398,C00727,2024-02-16,15547,Approved
PO203399,C00574,2024-04-04,22036,Approved
PO203400,C01886,2024-07-14,22986,Approved
PO203401,C01057,2024-04-15,12458,Approved
PO203402,C08673,2024-03-18,22756,Approved
PO203403,C09952,2024-07-08,18861,Approved
PO203404,C09082,2024-02-25,24889,Approved
PO203405,C09535,2024-04-30,4238,Approved
PO203406,C04386,2024-01-27,11123,Pending
PO203407,C02972,2024-02-10,16526,Approved
PO203408,C00072,2024-02-29,4411,Pending
PO203409,C00737,2024-06-27,1945,Approved
PO203410,C01292,2024-02-26,7285,Approved
PO203411,C08484,2024-02-19,21221,Approved
PO203412,C01285,2024-11-16,14411,Approved
PO203413,C09948,2024-07-18,7771,Approved
PO203414,C09340,2024-07-19,21363,Approved
PO203415,C02882,2024-02-15,15736,Approved
PO203416,C03267,2024-03-27,11426,Approved
PO203417,C06240,2024-09-15,14029,Approved
PO203418,C06287,2024-08-09,14439,Approved
PO203419,C08134,2024-12-02,22412,Approved
PO203420,C04956,2024-11-08,11958,Delayed
PO203421,C03494,2024-10-10,17221,Delayed
PO203422,C05338,2024-05-03,9344,Approved
PO203423,C08593,2024-09-14,13896,Approved
PO203424,C04670,2024-02-10,1549,Approved
PO203425,C07627,2024-12-04,6596,Approved
PO203426,C06519,2024-12-30,17786,Approved
PO203427,C05167,2024-06-04,12687,Approved
PO203428,C06218,2024-12-15,6112,Approved
PO203429,C05296,2024-12-15,730,Approved
PO203430,C08766,2024-12-03,21381,Approved
PO203431,C02516,2024-03-28,4538,Approved
PO203432,C07475,2024-10-03,10025,Delayed
PO203433,C06459,2024-02-14,23114,Approved
PO203434,C09759,2024-01-06,17389,Approved
PO203435,C00690,2024-02-01,11640,Approved
PO203436,C06584,2024-10-11,4521,Approved
PO203437,C05665,2024-05-27,3820,Approved
PO203438,C06013,2024-06-07,9387,Approved
PO203439,C03461,2024-08-15,15208,Approved
PO203440,C02889,2024-04-01,14990,Pending
PO203441,C03161,2024-07-05,11842,Approved
PO203442,C04839,2024-08-25,1629,Approved
PO203443,C04282,2024-02-24,22002,Delayed
PO203444,C02841,2024-04-14,10841,Pending
PO203445,C01255,2024-10-11,15945,Pending
PO203446,C03744,2024-09-27,14594,Pending
PO203447,C04149,2024-09-20,3794,Pending
PO203448,C05742,2024-05-13,22818,Approved
PO203449,C00252,2024-11-20,8969,Approved
PO203450,C06165,2024-07-30,772,Approved
PO203451,C01744,2024-04-20,18934,Approved
PO203452,C09696,2024-03-20,22336,Pending
PO203453,C06451,2024-02-04,8840,Approved
PO203454,C03407,2024-03-16,20244,Pending
PO203455,C06129,2024-05-06,12798,Approved
PO203456,C00857,2024-03-24,18194,Approved
PO203457,C05851,2024-03-22,11500,Pending
PO203458,C04249,2024-10-03,20302,Delayed
PO203459,C03256,2024-09-16,20116,Approved
PO203460,C02815,2024-03-04,16714,Pending
PO203461,C07060,2024-10-11,19760,Pending
PO203462,C07860,2024-10-15,21596,Pending
PO203463,C08102,2024-10-31,16918,Delayed
PO203464,C01419,2024-10-01,21103,Pending
PO203465,C09599,2024-07-19,20336,Approved
PO203466,C07964,2024-06-27,4830,Approved
PO203467,C08911,2024-06-27,21069,Approved
PO203468,C09374,2024-03-23,5130,Pending
PO203469,C01285,2024-05-27,24952,Approved
