invoice_id,payment_id,payment_date,payment_amount,payment_method
INV119588,P103310,2025-03-07,17175.0,Check
INV110215,P103311,2024-12-24,17499.0,ACH
INV100907,P103312,2024-03-06,16673.0,Wire
INV101576,P103313,2024-06-28,23533.0,Wire
INV114175,P103314,2024-04-18,7462.0,Wire
INV114883,P103315,2024-04-26,2329.0,Check
INV110360,P103316,2024-09-11,11922.0,Wire
INV101339,P103317,2024-08-24,19451.0,Check
INV111720,P103318,2024-12-07,21464.0,ACH
INV115857,P103319,2024-09-21,24518.0,ACH
INV108685,P103320,2024-09-11,6193.0,Check
INV105384,P103321,2024-03-28,20845.0,Wire
INV118832,P103322,2025-03-13,9735.0,ACH
INV106132,P103323,2024-08-23,6754.0,Wire
INV111160,P103324,2024-06-21,21995.0,ACH
INV101989,P103325,2024-03-19,14799.0,Wire
INV114725,P103326,2024-04-05,15087.0,Check
INV107061,P103327,2025-03-07,5932.5,Check
INV116776,P103328,2025-02-05,7169.0,Wire
INV115792,P103329,2025-01-02,13291.0,ACH
INV116092,P103330,2024-06-28,10847.5,ACH
INV106872,P103331,2025-03-02,21073.0,Check
INV115255,P103332,2024-08-16,23600.0,ACH
INV104985,P103333,2024-06-07,6533.0,Wire
INV114816,P103334,2024-06-08,4000.5,Check
INV100121,P103335,2024-04-26,21578.0,Wire
INV102609,P103336,2024-09-07,12177.0,Check
INV115867,P103337,2024-09-26,9750.5,Wire
INV119511,P103338,2024-09-12,14817.0,Check
INV115758,P103339,2024-05-18,13600.0,ACH
INV106218,P103340,2024-02-27,10981.0,Wire
INV107172,P103341,2024-02-18,9752.0,Check
INV113457,P103342,2024-10-06,14948.0,Check
INV100953,P103343,2025-03-11,10831.0,Wire
INV116366,P103344,2024-11-28,7029.0,Check
INV116691,P103345,2024-03-16,19940.0,Check
INV104193,P103346,2024-05-28,14695.0,Check
INV106698,P103347,2024-02-03,22018.0,Check
INV115494,P103348,2024-10-27,18947.0,ACH
INV108157,P103349,2025-02-19,1343.0,Check
INV104821,P103350,2024-12-03,5125.5,Wire
INV110325,P103351,2024-09-07,2330.0,Check
INV111765,P103352,2025-03-10,6615.5,Wire
INV102540,P103353,2024-12-18,3124.0,Check
INV105306,P103354,2024-04-07,12260.5,Check
INV101270,P103355,2024-04-08,15737.0,ACH
INV105245,P103356,2024-09-15,21490.0,Check
INV116290,P103357,2024-08-22,14170.0,Check
INV101691,P103358,2024-04-15,4888.5,ACH
INV119668,P103359,2024-07-31,12345.0,Check
INV118050,P103360,2024-12-14,778.0,ACH
INV116160,P103361,2024-05-05,3498.0,ACH
INV102727,P103362,2024-03-02,4068.0,ACH
INV109601,P103363,2024-04-05,11263.0,ACH
INV118616,P103364,2024-12-31,24271.0,Wire
INV114431,P103365,2025-02-20,16229.0,Check
INV113765,P103366,2024-02-24,8880.0,Check
INV114068,P103367,2024-08-12,5668.0,Check
INV102974,P103368,2024-04-09,23143.0,Check
INV107369,P103369,2024-03-16,23106.0,ACH
INV107974,P103370,2025-01-09,1725.0,Wire
INV117184,P103371,2024-05-01,18353.0,Check
INV102045,P103372,2024-10-16,10944.5,Wire
INV104977,P103373,2024-09-08,23779.0,ACH
INV107121,P103374,2025-02-19,10279.0,Wire
INV113631,P103375,2024-07-23,9636.5,Check
INV115546,P103376,2024-08-17,24041.0,Check
INV102736,P103377,2025-01-28,6506.0,Check
INV117584,P103378,2024-08-08,11895.0,ACH
INV101208,P103379,2024-11-27,7490.0,ACH
INV117060,P103380,2025-02-12,11047.5,Wire
INV108327,P103381,2025-02-03,11401.0,Wire
INV106848,P103382,2025-03-03,24332.0,Wire
INV114636,P103383,2025-02-21,22037.0,Wire
INV110418,P103384,2024-12-01,19632.0,ACH
INV110599,P103385,2024-03-27,4066.0,ACH
INV115505,P103386,2024-07-21,535.0,Check
INV113068,P103387,2024-09-27,9000.0,ACH
INV101090,P103388,2025-01-17,8465.0,ACH
INV103120,P103389,2024-10-28,4541.0,ACH
INV112766,P103390,2024-03-09,2535.0,ACH
INV110480,P103391,2024-06-14,7409.5,ACH
INV111544,P103392,2024-03-16,16256.0,Check
INV101533,P103393,2024-12-15,10910.0,Check
INV108063,P103394,2024-12-03,23960.0,Check
INV101411,P103395,2024-10-07,2443.5,Check
INV109990,P103396,2025-03-08,11910.0,Check
INV107921,P103397,2024-08-27,4568.0,Check
INV103200,P103398,2025-02-07,12298.0,ACH
INV111050,P103399,2024-02-28,18917.0,ACH
INV102614,P103400,2024-03-21,15806.0,ACH
INV113719,P103401,2024-02-13,10512.5,Wire
INV116933,P103402,2025-03-25,5057.0,ACH
INV102546,P103403,2024-09-27,6349.5,ACH
INV112594,P103404,2024-02-10,8159.0,ACH
INV109737,P103405,2024-08-01,10416.0,Wire
INV116398,P103406,2024-03-20,11546.0,ACH
INV111545,P103407,2024-11-26,12789.0,Wire
INV102664,P103408,2024-08-18,17748.0,Wire
INV114301,P103409,2024-09-17,15148.0,ACH
INV113206,P103410,2024-04-04,9423.0,Check
INV110268,P103411,2024-03-04,17826.0,Check
INV101457,P103412,2024-02-29,2913.0,Check
INV103588,P103413,2024-11-02,2777.0,Check
INV107702,P103414,2024-08-20,4669.0,Wire
INV116354,P103415,2024-02-02,15764.0,Wire
INV105548,P103416,2024-09-18,15589.0,Wire
INV119721,P103417,2024-09-21,10449.0,ACH
INV106052,P103418,2024-03-02,19550.0,ACH
INV110696,P103419,2024-10-12,11355.5,ACH
INV113617,P103420,2024-08-02,15354.0,Check
INV112042,P103421,2024-08-13,754.0,Wire
INV117284,P103422,2024-12-08,4641.0,Check
INV110532,P103423,2025-03-12,14948.0,Wire
INV118778,P103424,2024-03-20,1640.5,ACH
INV102950,P103425,2024-06-21,21877.0,Wire
INV107859,P103426,2024-12-14,5579.0,Wire
INV101393,P103427,2024-11-01,4926.0,Wire
INV113144,P103428,2025-01-25,3053.0,Wire
INV116931,P103429,2024-07-17,6064.0,Check
INV112104,P103430,2024-03-17,2899.0,Wire
INV106847,P103431,2024-02-05,4751.0,Wire
INV107077,P103432,2024-04-05,6780.0,Wire
INV103014,P103433,2024-05-03,21497.0,Wire
INV117382,P103434,2024-02-18,5255.0,ACH
INV116632,P103435,2024-11-11,11937.0,Check
INV112277,P103436,2024-05-22,3153.5,Wire
INV118633,P103437,2024-09-03,2687.5,ACH
INV116181,P103438,2024-05-21,4350.0,Check
INV105642,P103439,2024-05-18,6234.0,Check
INV113059,P103440,2024-11-15,2209.0,Check
INV105112,P103441,2024-11-10,4407.5,Check
INV113119,P103442,2024-12-19,16786.0,ACH
INV101767,P103443,2024-02-09,887.0,Check
INV107900,P103444,2024-04-22,18222.0,ACH
INV117267,P103445,2025-01-16,10752.0,Wire
INV119876,P103446,2025-03-17,8556.0,ACH
INV110624,P103447,2024-03-28,7502.0,Check
INV110448,P103448,2024-03-28,11577.0,Check
INV115491,P103449,2024-06-20,10294.0,Check
INV115904,P103450,2024-09-15,2193.0,Check
INV110579,P103451,2025-02-12,17622.0,ACH
INV117761,P103452,2025-02-28,5818.0,Check
INV116368,P103453,2024-04-15,499.5,Check
INV119436,P103454,2024-12-30,17556.0,ACH
INV109707,P103455,2024-02-21,7981.0,Check
INV105466,P103456,2024-08-14,21669.0,ACH
INV117921,P103457,2025-01-25,2918.0,ACH
INV116180,P103458,2025-02-08,988.5,Check
INV119518,P103459,2024-10-05,20913.0,ACH
INV117756,P103460,2024-12-27,17463.0,Wire
INV115303,P103461,2024-03-25,5274.0,Wire
INV117862,P103462,2024-10-30,1411.0,ACH
INV113108,P103463,2024-05-12,9144.0,Check
INV104688,P103464,2024-12-01,1407.0,ACH
INV103984,P103465,2024-07-05,22059.0,ACH
INV119394,P103466,2025-03-13,9936.0,Check
INV101002,P103467,2024-05-18,6674.0,ACH
INV101061,P103468,2024-11-02,7336.0,ACH
INV108621,P103469,2024-09-28,10676.0,ACH
INV114121,P103470,2025-01-26,21973.0,Check
INV118034,P103471,2024-11-20,7056.0,Check
INV113797,P103472,2024-08-27,11097.0,Check
INV107139,P103473,2024-07-27,7501.0,Wire
INV105170,P103474,2025-01-17,2791.0,ACH
INV109693,P103475,2024-12-24,7379.5,ACH
INV113796,P103476,2024-11-06,15424.0,Check
INV111644,P103477,2024-12-31,21546.0,ACH
INV104671,P103478,2024-05-22,8620.0,Check
INV110786,P103479,2025-01-10,18492.0,Check
INV104293,P103480,2024-10-30,9766.0,Wire
INV104165,P103481,2024-09-24,1235.0,ACH
INV115622,P103482,2024-12-07,7784.5,ACH
INV111830,P103483,2024-03-31,12073.5,ACH
INV110743,P103484,2024-09-20,9122.0,Wire
INV108929,P103485,2025-02-27,21212.0,ACH
INV110429,P103486,2024-11-03,23466.0,Wire
INV102146,P103487,2024-03-23,5218.0,ACH
INV105734,P103488,2024-11-07,3464.5,Wire
INV119897,P103489,2024-07-27,4307.0,Wire
INV102662,P103490,2024-11-10,3127.0,Check
INV114605,P103491,2024-04-23,17139.0,ACH
INV119278,P103492,2024-05-04,1772.0,Check
INV119032,P103493,2025-01-26,12750.0,Check
INV119407,P103494,2024-07-01,12983.0,ACH
INV108360,P103495,2024-02-21,9675.0,Check
INV100586,P103496,2024-04-16,9725.0,ACH
INV110105,P103497,2024-04-15,5643.0,ACH
INV117001,P103498,2024-12-27,3746.0,Check
INV103194,P103499,2025-02-15,10727.0,Check
INV117226,P103500,2024-12-11,2063.0,Check
INV102953,P103501,2024-02-23,14026.0,ACH
INV102266,P103502,2025-01-24,7210.0,Check
INV109444,P103503,2024-06-10,11662.0,Wire
INV106178,P103504,2024-02-20,24557.0,Wire
INV111304,P103505,2024-08-01,10355.0,Check
INV111632,P103506,2024-04-06,23441.0,ACH
INV105532,P103507,2024-03-26,5515.0,Check
INV111343,P103508,2024-08-24,10703.0,ACH
INV104509,P103509,2024-10-25,8656.0,Check
INV109055,P103510,2024-07-15,23620.0,ACH
INV119552,P103511,2024-03-10,8023.0,ACH
INV104046,P103512,2025-02-18,5779.0,Wire
INV113141,P103513,2024-04-15,20017.0,Check
INV101280,P103514,2024-02-09,1196.0,ACH
INV105217,P103515,2024-04-17,21634.0,Wire
INV114759,P103516,2024-09-28,2114.0,Check
INV104921,P103517,2024-03-13,10881.0,Wire
INV109875,P103518,2024-09-10,1752.0,Check
INV108603,P103519,2024-12-20,1245.0,Check
INV110818,P103520,2024-07-17,16458.0,Wire
INV114214,P103521,2024-03-26,6230.0,Check
INV113546,P103522,2024-09-30,14574.0,Wire
INV102638,P103523,2024-04-15,7191.0,ACH
INV103545,P103524,2025-01-19,16831.0,Wire
INV109666,P103525,2025-01-04,24063.0,ACH
INV115357,P103526,2024-07-23,22572.0,Wire
INV115256,P103527,2024-03-10,24191.0,ACH
INV105168,P103528,2024-08-01,3561.0,Wire
INV109498,P103529,2024-10-18,4082.0,Wire
INV114100,P103530,2024-04-15,6639.0,ACH
INV106332,P103531,2024-09-30,7212.0,Wire
INV111000,P103532,2025-03-24,23914.0,ACH
INV116612,P103533,2024-04-11,5208.0,Check
INV118135,P103534,2024-08-27,11338.0,ACH
INV108875,P103535,2024-11-21,2964.0,Wire
INV102442,P103536,2025-02-06,21759.0,Wire
INV106074,P103537,2025-01-25,11486.0,Check
INV113238,P103538,2024-04-19,4504.0,Check
INV108103,P103539,2025-02-27,17169.0,Check
INV114989,P103540,2024-04-18,15787.0,Check
INV101570,P103541,2024-10-20,19069.0,Check
INV101398,P103542,2024-04-18,20079.0,Wire
INV102281,P103543,2024-04-01,7818.0,ACH
INV108651,P103544,2025-02-04,5361.5,Wire
INV109246,P103545,2024-04-07,8331.0,Check
INV117306,P103546,2024-05-04,10091.0,Wire
INV102021,P103547,2024-06-05,10464.0,ACH
INV118707,P103548,2024-11-19,15593.0,Check
INV117132,P103549,2024-08-02,24719.0,ACH
INV103894,P103550,2024-12-14,11978.0,Wire
INV118741,P103551,2024-07-01,11492.0,ACH
INV116072,P103552,2024-08-05,12695.0,Check
INV119633,P103553,2024-08-10,415.5,Check
INV104881,P103554,2025-01-11,8596.0,Wire
INV109975,P103555,2024-11-22,1848.0,Wire
INV102002,P103556,2025-02-28,14994.0,ACH
INV118668,P103557,2024-03-14,3036.5,ACH
INV102556,P103558,2024-03-20,12184.0,ACH
INV108814,P103559,2024-07-20,17817.0,ACH
INV102305,P103560,2024-11-29,2672.0,Wire
INV111266,P103561,2025-03-20,2678.0,Check
INV113761,P103562,2025-03-22,8052.0,ACH
INV112549,P103563,2024-02-20,12838.0,ACH
INV118251,P103564,2024-03-31,14919.0,Check
INV100902,P103565,2024-02-06,12099.0,ACH
INV116085,P103566,2024-11-09,17631.0,ACH
INV107132,P103567,2024-07-05,5199.0,Wire
INV100181,P103568,2024-03-20,3925.0,Check
INV101063,P103569,2025-02-19,8609.0,Check
INV107729,P103570,2024-06-17,14809.0,ACH
INV114474,P103571,2024-06-09,11134.0,Check
INV111287,P103572,2024-10-22,3118.0,Check
INV104772,P103573,2024-09-23,4389.0,Wire
INV101853,P103574,2025-03-13,2702.0,Wire
INV113166,P103575,2024-04-25,1877.0,Wire
INV109630,P103576,2025-02-04,2818.0,Wire
INV109687,P103577,2024-12-25,20249.0,Wire
INV116659,P103578,2024-02-22,5408.0,Wire
INV108908,P103579,2024-03-15,2343.5,Wire
INV105554,P103580,2024-08-12,18007.0,Wire
INV113642,P103581,2024-08-11,1485.0,Wire
INV108287,P103582,2024-02-20,23333.0,Check
INV115028,P103583,2024-12-23,24924.0,Wire
INV117567,P103584,2024-03-18,10335.0,ACH
INV119401,P103585,2024-02-16,18621.0,Check
INV118182,P103586,2024-10-29,13164.0,Wire
INV101926,P103587,2024-05-22,19933.0,Check
INV107677,P103588,2024-04-23,16540.0,Check
INV116671,P103589,2024-08-01,6498.0,Wire
INV116582,P103590,2024-05-13,1936.0,Check
INV111752,P103591,2024-04-26,11121.0,ACH
INV109185,P103592,2024-05-07,16845.0,Wire
INV100050,P103593,2025-01-13,11114.0,Wire
INV117127,P103594,2024-12-05,17595.0,Check
INV114013,P103595,2024-07-28,2567.5,Wire
INV102497,P103596,2024-10-07,7162.0,ACH
INV112404,P103597,2024-03-14,8419.0,Wire
INV115854,P103598,2024-11-07,6764.0,Check
INV109684,P103599,2024-04-04,21734.0,Wire
INV106956,P103600,2024-12-20,10423.0,ACH
INV111930,P103601,2025-03-08,8864.5,Check
INV102458,P103602,2025-03-02,14953.0,Check
INV115755,P103603,2025-01-14,18145.0,ACH
INV119935,P103604,2024-12-08,19646.0,ACH
INV108442,P103605,2024-05-25,7113.0,Wire
INV110413,P103606,2024-07-09,11187.0,Wire
INV105376,P103607,2024-07-31,12786.0,ACH
INV119695,P103608,2024-06-28,2822.0,Check
INV106757,P103609,2024-04-07,18796.0,ACH
INV106215,P103610,2024-11-07,5431.0,ACH
INV103931,P103611,2024-04-26,6818.0,ACH
INV113953,P103612,2025-01-04,7949.5,ACH
INV111972,P103613,2024-03-08,6028.5,Wire
INV113112,P103614,2024-02-02,16750.0,Wire
INV109469,P103615,2024-05-10,4328.5,Check
INV107401,P103616,2024-03-14,508.0,Check
INV108317,P103617,2024-08-10,22804.0,ACH
INV112029,P103618,2024-07-04,12372.0,Check
INV101097,P103619,2024-08-22,10357.0,ACH
INV108359,P103620,2024-06-20,5797.0,Check
INV109696,P103621,2024-06-05,8458.0,Wire
INV111869,P103622,2024-07-22,24786.0,Check
INV103934,P103623,2024-05-27,13770.0,ACH
INV104068,P103624,2024-02-24,22226.0,Check
INV111558,P103625,2024-10-26,11763.0,Check
INV107275,P103626,2024-12-13,11399.0,Check
INV100205,P103627,2024-09-13,11424.0,ACH
INV109625,P103628,2024-07-22,15698.0,Check
INV110671,P103629,2024-09-11,23259.0,Wire
INV105446,P103630,2024-10-21,18833.0,Check
INV102086,P103631,2024-05-27,10099.0,ACH
INV103668,P103632,2024-09-19,18120.0,ACH
INV115201,P103633,2024-07-27,11930.0,Wire
INV111491,P103634,2024-10-18,1678.0,Check
INV118247,P103635,2024-06-09,10802.0,ACH
INV119299,P103636,2025-01-24,17105.0,Check
INV106527,P103637,2024-07-14,19959.0,ACH
INV118734,P103638,2024-03-11,3165.0,Check
INV119779,P103639,2025-02-20,5839.0,Wire
INV116970,P103640,2024-03-15,4153.0,Wire
INV104918,P103641,2024-11-09,13306.0,Wire
INV108242,P103642,2024-03-27,24038.0,Check
INV110614,P103643,2024-12-07,12946.0,ACH
INV100431,P103644,2024-11-17,14192.0,Wire
INV102533,P103645,2024-05-20,19861.0,Wire
INV102202,P103646,2024-12-16,5673.0,ACH
INV101572,P103647,2025-01-15,1404.5,Check
INV108573,P103648,2025-01-21,18023.0,Check
INV110423,P103649,2024-08-23,11018.0,ACH
INV116447,P103650,2025-01-26,11644.0,Check
INV105268,P103651,2024-12-10,14579.0,ACH
INV101277,P103652,2024-09-28,7220.0,Wire
INV106677,P103653,2025-01-05,7990.0,ACH
INV116620,P103654,2024-05-04,16696.0,Wire
INV109526,P103655,2025-02-18,7441.0,Check
INV113630,P103656,2024-04-03,19225.0,ACH
INV118489,P103657,2024-04-18,21864.0,ACH
INV110430,P103658,2025-03-03,7081.0,Wire
INV118792,P103659,2024-05-28,8503.5,Check
INV114293,P103660,2024-02-27,23568.0,ACH
INV113316,P103661,2024-02-06,3412.0,ACH
INV119199,P103662,2024-12-03,2218.0,Check
INV118462,P103663,2024-03-21,7021.0,ACH
INV107638,P103664,2024-09-09,10039.0,ACH
INV104730,P103665,2024-05-09,8223.0,Check
INV119650,P103666,2024-06-05,13181.0,Check
INV101372,P103667,2024-03-16,11584.0,Check
INV100884,P103668,2024-02-07,17144.0,ACH
INV111150,P103669,2024-03-20,5751.0,Wire
INV101039,P103670,2024-09-15,7609.0,ACH
INV114271,P103671,2024-07-29,17881.0,ACH
INV101470,P103672,2024-07-19,20932.0,Wire
INV104504,P103673,2024-05-26,2455.0,Check
INV100293,P103674,2025-02-09,5942.0,Check
INV102445,P103675,2024-04-12,15489.0,ACH
INV112558,P103676,2024-11-14,6222.0,Check
INV112503,P103677,2025-03-20,9948.0,ACH
INV112522,P103678,2024-03-08,24008.0,Check
INV110791,P103679,2025-03-19,11072.0,ACH
INV109740,P103680,2024-10-12,13776.0,Wire
INV116893,P103681,2024-12-16,7054.0,Wire
INV112198,P103682,2024-10-12,20783.0,Check
INV116978,P103683,2024-07-12,9957.0,Wire
INV102095,P103684,2024-06-03,15211.0,Check
INV118257,P103685,2024-08-07,4606.0,ACH
INV106143,P103686,2024-11-26,15555.0,Check
INV107026,P103687,2024-08-21,7131.0,ACH
INV103477,P103688,2024-06-30,7838.0,ACH
INV105921,P103689,2024-06-30,12810.0,Wire
INV101194,P103690,2024-09-08,12258.0,ACH
INV102636,P103691,2024-03-23,7436.0,ACH
INV101010,P103692,2024-03-06,7357.0,Check
INV110653,P103693,2024-03-01,8850.5,ACH
INV103652,P103694,2024-03-17,24810.0,Check
INV119970,P103695,2024-09-05,16661.0,ACH
INV113781,P103696,2025-01-26,6107.0,ACH
INV103433,P103697,2025-02-24,20506.0,Wire
INV106544,P103698,2024-12-02,24174.0,Wire
INV111311,P103699,2024-05-04,17096.0,Check
INV107930,P103700,2024-07-04,4928.0,ACH
INV108773,P103701,2024-04-04,8862.0,ACH
INV116811,P103702,2024-11-06,2136.0,ACH
INV105385,P103703,2025-02-26,15211.0,Wire
INV106712,P103704,2024-11-18,23142.0,ACH
INV110926,P103705,2024-05-14,22781.0,ACH
INV100900,P103706,2024-10-05,24419.0,ACH
INV113413,P103707,2024-10-07,7709.0,Check
INV100934,P103708,2024-04-18,15080.0,Wire
INV106366,P103709,2024-05-09,23860.0,ACH
INV113775,P103710,2024-07-13,19847.0,ACH
INV118580,P103711,2025-01-08,23319.0,ACH
INV111759,P103712,2025-03-07,4940.0,Wire
INV110373,P103713,2024-03-30,9906.0,Check
INV105576,P103714,2025-01-25,3581.0,ACH
INV118336,P103715,2025-03-20,21825.0,ACH
INV103302,P103716,2024-07-03,18707.0,Check
INV101343,P103717,2024-10-30,14568.0,ACH
INV116897,P103718,2024-04-19,24037.0,Check
INV100359,P103719,2024-12-22,20939.0,Wire
INV107918,P103720,2024-07-12,13461.0,Check
INV110908,P103721,2024-06-24,23326.0,ACH
INV118394,P103722,2024-12-22,3059.0,Check
INV116968,P103723,2024-03-08,4720.0,Wire
INV100959,P103724,2024-11-28,15348.0,Check
INV110277,P103725,2024-11-17,22133.0,Wire
INV101148,P103726,2024-03-16,7891.0,Wire
INV102954,P103727,2024-09-01,23296.0,ACH
INV105186,P103728,2024-10-19,5788.0,ACH
INV102051,P103729,2024-06-11,6456.0,Wire
INV119272,P103730,2024-12-19,24103.0,Check
INV102054,P103731,2024-11-02,11526.0,ACH
INV111216,P103732,2024-11-30,3665.0,Wire
INV102501,P103733,2024-10-07,21216.0,Check
INV112457,P103734,2024-08-21,9699.0,Wire
INV109072,P103735,2025-02-01,11022.0,Check
INV109934,P103736,2025-03-20,12667.0,Check
INV113453,P103737,2025-03-13,3138.0,Wire
INV110220,P103738,2024-07-01,1945.0,ACH
INV102323,P103739,2024-06-05,16006.0,ACH
INV100222,P103740,2024-07-28,14343.0,Wire
INV118308,P103741,2024-03-05,7286.0,ACH
INV118194,P103742,2024-04-07,10665.0,ACH
INV105859,P103743,2024-04-08,3579.5,Wire
INV104338,P103744,2024-12-20,6974.0,ACH
INV108489,P103745,2024-06-22,10519.0,Check
INV103156,P103746,2024-06-04,15156.0,ACH
INV100668,P103747,2024-03-23,12339.0,Check
INV115944,P103748,2025-01-29,4965.0,Wire
INV110644,P103749,2024-11-27,6412.0,Check
INV113597,P103750,2024-11-23,3515.0,Check
INV110679,P103751,2025-03-07,16547.0,Wire
INV114931,P103752,2024-02-16,6144.0,Wire
INV119329,P103753,2024-02-03,10996.0,ACH
INV112066,P103754,2025-02-11,9276.0,ACH
INV119241,P103755,2024-03-03,11227.0,Check
INV114493,P103756,2024-08-16,12084.0,ACH
INV103608,P103757,2024-07-03,11683.0,Wire
INV119011,P103758,2025-03-17,2852.0,Wire
INV107811,P103759,2024-12-26,14261.0,ACH
INV117511,P103760,2024-09-21,10200.0,Wire
INV112461,P103761,2025-02-03,13500.0,Check
INV110201,P103762,2024-09-19,614.0,ACH
INV103843,P103763,2024-03-20,6641.0,ACH
INV114647,P103764,2024-10-05,23648.0,ACH
INV108147,P103765,2024-08-25,7770.0,ACH
INV104691,P103766,2025-01-02,13909.0,ACH
INV105297,P103767,2024-08-28,19560.0,ACH
INV117387,P103768,2024-10-26,5164.0,ACH
INV115864,P103769,2024-12-27,6862.0,ACH
INV115749,P103770,2024-09-22,2392.0,Wire
INV107176,P103771,2025-01-26,4292.5,Wire
INV115043,P103772,2024-09-07,10172.5,ACH
INV105763,P103773,2024-11-10,19845.0,ACH
INV109144,P103774,2024-12-02,15947.0,Check
INV113460,P103775,2024-08-11,5412.0,Wire
INV113747,P103776,2024-05-11,4202.0,Wire
INV101056,P103777,2024-02-21,23119.0,Wire
INV109722,P103778,2025-03-04,22360.0,Wire
INV112166,P103779,2024-03-21,23378.0,Check
INV106515,P103780,2024-06-26,8649.0,Wire
INV102394,P103781,2025-01-27,21869.0,ACH
INV100459,P103782,2024-03-25,4132.0,Wire
INV117820,P103783,2024-11-25,2157.0,Check
INV110445,P103784,2024-12-17,8187.0,Wire
INV114185,P103785,2024-10-07,2368.0,Check
INV109375,P103786,2025-01-03,4178.0,Wire
INV118747,P103787,2024-07-13,10504.0,Wire
INV112663,P103788,2025-03-18,18197.0,Check
INV112877,P103789,2024-08-28,1023.0,ACH
INV116058,P103790,2024-07-05,10065.5,ACH
INV105160,P103791,2025-03-01,23700.0,Check
INV109357,P103792,2024-04-29,22492.0,Check
INV104528,P103793,2024-07-21,13325.0,ACH
INV102157,P103794,2024-09-20,3510.0,Wire
INV112545,P103795,2024-07-27,24285.0,Check
INV110286,P103796,2024-06-17,8538.5,Wire
INV109253,P103797,2025-01-03,6321.0,ACH
INV106164,P103798,2025-01-28,21709.0,Check
INV103537,P103799,2024-03-12,4767.0,Wire
INV112138,P103800,2024-09-14,14741.0,ACH
INV104339,P103801,2025-02-17,15431.0,Check
INV116162,P103802,2025-03-12,13646.0,Check
INV105888,P103803,2024-08-07,24797.0,ACH
INV113437,P103804,2024-07-21,555.0,ACH
INV113724,P103805,2024-08-31,9656.0,Check
INV102746,P103806,2025-02-08,5340.0,ACH
INV106153,P103807,2025-03-22,3114.0,Check
INV115367,P103808,2025-02-26,699.0,ACH
INV100102,P103809,2025-03-24,15896.0,ACH
INV105685,P103810,2025-03-24,7866.0,Check
INV101661,P103811,2024-05-16,17998.0,Wire
INV114650,P103812,2024-04-24,1231.0,Check
INV102684,P103813,2024-11-28,13648.0,ACH
INV109412,P103814,2024-04-03,14844.0,ACH
INV107341,P103815,2024-07-29,8740.0,Check
INV114525,P103816,2024-10-12,1950.0,Wire
INV119722,P103817,2024-02-24,8160.0,Check
INV111716,P103818,2024-07-15,6352.0,Wire
INV115154,P103819,2024-02-07,18188.0,Check
INV101694,P103820,2024-03-24,12372.0,Check
INV109199,P103821,2024-06-03,14543.0,ACH
INV101065,P103822,2024-10-03,2363.0,ACH
INV107305,P103823,2024-02-10,12535.0,Wire
INV112809,P103824,2024-04-23,19400.0,Check
INV111731,P103825,2024-02-06,11969.0,Check
INV116607,P103826,2024-08-20,3158.0,ACH
INV118519,P103827,2024-04-26,4236.0,Check
INV115350,P103828,2024-08-03,4426.0,Wire
INV105250,P103829,2024-03-14,4685.0,Check
INV103479,P103830,2024-11-10,8481.0,Check
INV105749,P103831,2025-01-07,15887.0,Wire
INV117740,P103832,2024-11-23,8933.5,Check
INV100720,P103833,2024-06-07,23958.0,Wire
INV103965,P103834,2024-06-05,2136.0,Wire
INV100034,P103835,2024-11-30,21681.0,Check
INV111562,P103836,2024-08-05,6477.0,ACH
INV113175,P103837,2024-03-17,3914.0,Check
INV102358,P103838,2024-02-15,22939.0,Wire
INV111711,P103839,2024-09-24,18464.0,Wire
INV115159,P103840,2025-01-17,21792.0,Wire
INV108980,P103841,2024-08-12,11093.5,Wire
INV102893,P103842,2024-07-09,5328.0,Wire
INV102608,P103843,2024-03-13,3629.0,Wire
INV106292,P103844,2024-02-02,15362.0,ACH
INV100937,P103845,2025-02-01,15999.0,Wire
INV100396,P103846,2024-09-05,5411.0,Wire
INV114540,P103847,2024-02-02,14624.0,Wire
INV117233,P103848,2024-02-07,15585.0,ACH
INV117416,P103849,2024-10-08,16559.0,ACH
INV115136,P103850,2025-03-21,6548.5,Check
INV112531,P103851,2024-04-22,24036.0,ACH
INV102134,P103852,2024-08-05,2079.0,ACH
INV111651,P103853,2024-02-19,24923.0,Wire
INV115292,P103854,2024-04-16,4379.0,ACH
INV115364,P103855,2024-05-17,19605.0,Wire
INV107113,P103856,2024-04-01,10097.0,Wire
INV115396,P103857,2025-03-08,8442.5,Check
INV110780,P103858,2024-08-05,4896.0,ACH
INV118839,P103859,2025-02-16,14456.0,Wire
INV103119,P103860,2024-05-18,5580.0,Wire
INV113720,P103861,2024-12-22,571.0,Wire
INV105282,P103862,2024-05-20,7971.0,ACH
INV101210,P103863,2024-05-20,19072.0,Check
INV104104,P103864,2024-04-29,3894.0,ACH
INV117265,P103865,2024-10-01,14031.0,Wire
INV119948,P103866,2024-02-04,20441.0,Check
INV101085,P103867,2024-03-28,6604.5,ACH
INV107888,P103868,2024-12-02,7523.0,Check
INV108950,P103869,2024-03-27,20999.0,Wire
INV107591,P103870,2024-07-27,3159.0,Check
INV106383,P103871,2025-03-09,16224.0,Check
INV119697,P103872,2025-01-09,4725.0,ACH
INV110279,P103873,2024-09-09,7075.0,Wire
INV112059,P103874,2025-03-19,13099.0,ACH
INV110384,P103875,2024-03-30,2603.0,Check
INV110829,P103876,2024-04-23,3269.5,Wire
